_id,type,model
ObjectId(67a2f24d4c11a8eb642cfe89),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe8a),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfe8b),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe8c),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfe8d),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfe8e),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe8f),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfe90),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfe91),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe92),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfe93),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfe94),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfe95),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe96),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfe97),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfe98),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe99),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfe9a),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfe9b),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfe9c),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfe9d),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe9e),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfe9f),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfea0),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfea1),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfea2),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfea3),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfea4),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfea5),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfea6),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfea7),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfea8),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfea9),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfeaa),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfeab),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfeac),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfead),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfeae),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfeaf),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfeb0),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfeb1),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfeb2),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfeb3),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfeb4),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfeb5),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfeb6),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfeb7),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfeb8),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfeb9),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfeba),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfebb),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfebc),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfebd),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfebe),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfebf),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfec0),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfec1),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfec2),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfec3),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfec4),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfec5),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfec6),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfec7),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfec8),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfec9),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfeca),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfecb),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfecc),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfecd),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfece),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfecf),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfed0),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfed1),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfed2),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfed3),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfed4),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfed5),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfed6),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfed7),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfed8),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfed9),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfeda),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfedb),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfedc),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfedd),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfede),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfedf),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfee0),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfee1),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfee2),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfee3),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfee4),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfee5),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfee6),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfee7),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfee8),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfee9),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfeea),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfeeb),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfeec),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfeed),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfeee),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfeef),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfef0),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfef1),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfef2),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfef3),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfef4),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfef5),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfef6),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfef7),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfef8),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfef9),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfefa),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfefb),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfefc),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfefd),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfefe),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfeff),laptop,kz
ObjectId(67a2f24d4c11a8eb642cff00),laptop,kz
ObjectId(67a2f24d4c11a8eb642cff01),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cff02),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cff03),laptop,j3
ObjectId(67a2f24d4c11a8eb642cff04),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cff05),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cff06),laptop,j3
ObjectId(67a2f24d4c11a8eb642cff07),laptop,j3
ObjectId(67a2f24d4c11a8eb642cff08),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cff09),laptop,c6
ObjectId(67a2f24d4c11a8eb642cff0a),television,jk23
ObjectId(67a2f24d4c11a8eb642cff0b),television,jk23
ObjectId(67a2f24d4c11a8eb642cff0c),television,jk23
ObjectId(67a2f24d4c11a8eb642cff0d),television,jk23
ObjectId(67a2f24d4c11a8eb642cff0e),television,boom
ObjectId(67a2f24d4c11a8eb642cff0f),television,k20
ObjectId(67a2f24d4c11a8eb642cff10),television,ss2
ObjectId(67a2f24d4c11a8eb642cff11),television,boom
ObjectId(67a2f24d4c11a8eb642cff12),television,k20
ObjectId(67a2f24d4c11a8eb642cff13),television,ss2
ObjectId(67a2f24d4c11a8eb642cff14),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cff15),television,jk23
ObjectId(67a2f24d4c11a8eb642cff16),laptop,j3
ObjectId(67a2f24d4c11a8eb642cff17),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cff18),television,dj1
ObjectId(67a2f24d4c11a8eb642cff19),television,boom
ObjectId(67a2f24d4c11a8eb642cff1a),television,k20
ObjectId(67a2f24d4c11a8eb642cff1b),television,dj1
ObjectId(67a2f24d4c11a8eb642cff1c),television,k20
ObjectId(67a2f24d4c11a8eb642cff1d),television,ss2
ObjectId(67a2f24d4c11a8eb642cff1e),television,ss2
ObjectId(67a2f24d4c11a8eb642cff1f),television,dj1
ObjectId(67a2f24d4c11a8eb642cff20),television,dj1
ObjectId(67a2f24d4c11a8eb642cff21),television,ss2
ObjectId(67a2f24d4c11a8eb642cff22),television,dj1
ObjectId(67a2f24d4c11a8eb642cff23),television,boom
ObjectId(67a2f24d4c11a8eb642cff24),television,k20
ObjectId(67a2f24d4c11a8eb642cff25),television,boom
ObjectId(67a2f29d79766ec5011595e1),smart phone,platina
ObjectId(67a2f29d79766ec5011595e2),smart phone,bn20
ObjectId(67a2f29d79766ec5011595e3),smart phone,cz
ObjectId(67a2f29d79766ec5011595e4),smart phone,c3
ObjectId(67a2f29d79766ec5011595e5),smart phone,xm23
ObjectId(67a2f29d79766ec5011595e6),smart phone,pk2
ObjectId(67a2f29d79766ec5011595e7),smart phone,platina
ObjectId(67a2f29d79766ec5011595e8),smart phone,c12
ObjectId(67a2f29d79766ec5011595e9),smart phone,k9
ObjectId(67a2f29d79766ec5011595ea),smart phone,k9
ObjectId(67a2f29d79766ec5011595eb),smart phone,platina
ObjectId(67a2f29d79766ec5011595ec),smart phone,xm23
ObjectId(67a2f29d79766ec5011595ed),smart phone,bn20
ObjectId(67a2f29d79766ec5011595ee),smart phone,pk2
ObjectId(67a2f29d79766ec5011595ef),smart phone,c3
ObjectId(67a2f29d79766ec5011595f0),smart phone,bn20
ObjectId(67a2f29d79766ec5011595f1),smart phone,pk2
ObjectId(67a2f29d79766ec5011595f2),smart phone,c12
ObjectId(67a2f29d79766ec5011595f3),smart phone,k9
ObjectId(67a2f29d79766ec5011595f4),smart phone,xm23
ObjectId(67a2f29d79766ec5011595f5),smart phone,c12
ObjectId(67a2f29d79766ec5011595f6),smart phone,cz
ObjectId(67a2f29d79766ec5011595f7),smart phone,c3
ObjectId(67a2f29d79766ec5011595f8),smart phone,cz
ObjectId(67a2f29d79766ec5011595f9),laptop,qw2
ObjectId(67a2f29d79766ec5011595fa),laptop,c6
ObjectId(67a2f29d79766ec5011595fb),laptop,qw2
ObjectId(67a2f29d79766ec5011595fc),laptop,ki2
ObjectId(67a2f29d79766ec5011595fd),laptop,c6
ObjectId(67a2f29d79766ec5011595fe),laptop,ay9
ObjectId(67a2f29d79766ec5011595ff),laptop,qw2
ObjectId(67a2f29d79766ec501159600),laptop,jl3
ObjectId(67a2f29d79766ec501159601),laptop,qw2
ObjectId(67a2f29d79766ec501159602),laptop,k12
ObjectId(67a2f29d79766ec501159603),laptop,k12
ObjectId(67a2f29d79766ec501159604),laptop,k12
ObjectId(67a2f29d79766ec501159605),laptop,ay9
ObjectId(67a2f29d79766ec501159606),laptop,qw2
ObjectId(67a2f29d79766ec501159607),laptop,k12
ObjectId(67a2f29d79766ec501159608),laptop,c6
ObjectId(67a2f29d79766ec501159609),laptop,zeta
ObjectId(67a2f29d79766ec50115960a),laptop,k12
ObjectId(67a2f29d79766ec50115960b),laptop,qw2
ObjectId(67a2f29d79766ec50115960c),laptop,j3
ObjectId(67a2f29d79766ec50115960d),laptop,k12
ObjectId(67a2f29d79766ec50115960e),laptop,ay9
ObjectId(67a2f29d79766ec50115960f),laptop,jl3
ObjectId(67a2f29d79766ec501159610),laptop,kz
ObjectId(67a2f29d79766ec501159611),laptop,qw2
ObjectId(67a2f29d79766ec501159612),laptop,ki2
ObjectId(67a2f29d79766ec501159613),laptop,jl3
ObjectId(67a2f29d79766ec501159614),laptop,ay9
ObjectId(67a2f29d79766ec501159615),laptop,k12
ObjectId(67a2f29d79766ec501159616),laptop,ay9
ObjectId(67a2f29d79766ec501159617),laptop,j3
ObjectId(67a2f29d79766ec501159618),laptop,zeta
ObjectId(67a2f29d79766ec501159619),laptop,kz
ObjectId(67a2f29d79766ec50115961a),laptop,ki2
ObjectId(67a2f29d79766ec50115961b),laptop,zeta
ObjectId(67a2f29d79766ec50115961c),laptop,k12
ObjectId(67a2f29d79766ec50115961d),laptop,ki2
ObjectId(67a2f29d79766ec50115961e),laptop,zeta
ObjectId(67a2f29d79766ec50115961f),laptop,kz
ObjectId(67a2f29d79766ec501159620),laptop,jl3
ObjectId(67a2f29d79766ec501159621),laptop,kz
ObjectId(67a2f29d79766ec501159622),laptop,zeta
ObjectId(67a2f29d79766ec501159623),laptop,ay9
ObjectId(67a2f29d79766ec501159624),laptop,jl3
ObjectId(67a2f29d79766ec501159625),laptop,ay9
ObjectId(67a2f29d79766ec501159626),laptop,k12
ObjectId(67a2f29d79766ec501159627),laptop,jl3
ObjectId(67a2f29d79766ec501159628),laptop,k12
ObjectId(67a2f29d79766ec501159629),laptop,zeta
ObjectId(67a2f29d79766ec50115962a),laptop,j3
ObjectId(67a2f29d79766ec50115962b),laptop,qw2
ObjectId(67a2f29d79766ec50115962c),laptop,ki2
ObjectId(67a2f29d79766ec50115962d),laptop,qw2
ObjectId(67a2f29d79766ec50115962e),laptop,ki2
ObjectId(67a2f29d79766ec50115962f),laptop,kz
ObjectId(67a2f29d79766ec501159630),laptop,j3
ObjectId(67a2f29d79766ec501159631),laptop,jl3
ObjectId(67a2f29d79766ec501159632),laptop,kz
ObjectId(67a2f29d79766ec501159633),laptop,qw2
ObjectId(67a2f29d79766ec501159634),laptop,ay9
ObjectId(67a2f29d79766ec501159635),laptop,j3
ObjectId(67a2f29d79766ec501159636),laptop,ay9
ObjectId(67a2f29d79766ec501159637),laptop,kz
ObjectId(67a2f29d79766ec501159638),laptop,jl3
ObjectId(67a2f29d79766ec501159639),laptop,ki2
ObjectId(67a2f29d79766ec50115963a),laptop,c6
ObjectId(67a2f29d79766ec50115963b),laptop,j3
ObjectId(67a2f29d79766ec50115963c),laptop,qw2
ObjectId(67a2f29d79766ec50115963d),laptop,j3
ObjectId(67a2f29d79766ec50115963e),laptop,c6
ObjectId(67a2f29d79766ec50115963f),laptop,k12
ObjectId(67a2f29d79766ec501159640),laptop,k12
ObjectId(67a2f29d79766ec501159641),laptop,k12
ObjectId(67a2f29d79766ec501159642),laptop,kz
ObjectId(67a2f29d79766ec501159643),laptop,ay9
ObjectId(67a2f29d79766ec501159644),laptop,zeta
ObjectId(67a2f29d79766ec501159645),laptop,kz
ObjectId(67a2f29d79766ec501159646),laptop,k12
ObjectId(67a2f29d79766ec501159647),laptop,k12
ObjectId(67a2f29d79766ec501159648),laptop,k12
ObjectId(67a2f29d79766ec501159649),laptop,ay9
ObjectId(67a2f29d79766ec50115964a),laptop,jl3
ObjectId(67a2f29d79766ec50115964b),laptop,ay9
ObjectId(67a2f29d79766ec50115964c),laptop,kz
ObjectId(67a2f29d79766ec50115964d),laptop,c6
ObjectId(67a2f29d79766ec50115964e),laptop,j3
ObjectId(67a2f29d79766ec50115964f),laptop,kz
ObjectId(67a2f29d79766ec501159650),laptop,ay9
ObjectId(67a2f29d79766ec501159651),laptop,j3
ObjectId(67a2f29d79766ec501159652),laptop,ay9
ObjectId(67a2f29d79766ec501159653),laptop,kz
ObjectId(67a2f29d79766ec501159654),laptop,zeta
ObjectId(67a2f29d79766ec501159655),laptop,ay9
ObjectId(67a2f29d79766ec501159656),laptop,c6
ObjectId(67a2f29d79766ec501159657),laptop,c6
ObjectId(67a2f29d79766ec501159658),laptop,zeta
ObjectId(67a2f29d79766ec501159659),laptop,k12
ObjectId(67a2f29d79766ec50115965a),laptop,qw2
ObjectId(67a2f29d79766ec50115965b),laptop,kz
ObjectId(67a2f29d79766ec50115965c),laptop,c6
ObjectId(67a2f29d79766ec50115965d),laptop,kz
ObjectId(67a2f29d79766ec50115965e),laptop,ay9
ObjectId(67a2f29d79766ec50115965f),laptop,ay9
ObjectId(67a2f29d79766ec501159660),laptop,c6
ObjectId(67a2f29d79766ec501159661),laptop,kz
ObjectId(67a2f29d79766ec501159662),laptop,qw2
ObjectId(67a2f29d79766ec501159663),laptop,j3
ObjectId(67a2f29d79766ec501159664),laptop,ki2
ObjectId(67a2f29d79766ec501159665),laptop,zeta
ObjectId(67a2f29d79766ec501159666),laptop,c6
ObjectId(67a2f29d79766ec501159667),laptop,ki2
ObjectId(67a2f29d79766ec501159668),laptop,c6
ObjectId(67a2f29d79766ec501159669),laptop,ki2
ObjectId(67a2f29d79766ec50115966a),laptop,ki2
ObjectId(67a2f29d79766ec50115966b),laptop,k12
ObjectId(67a2f29d79766ec50115966c),laptop,ki2
ObjectId(67a2f29d79766ec50115966d),laptop,j3
ObjectId(67a2f29d79766ec50115966e),laptop,k12
ObjectId(67a2f29d79766ec50115966f),laptop,kz
ObjectId(67a2f29d79766ec501159670),laptop,kz
ObjectId(67a2f29d79766ec501159671),laptop,k12
ObjectId(67a2f29d79766ec501159672),laptop,qw2
ObjectId(67a2f29d79766ec501159673),laptop,zeta
ObjectId(67a2f29d79766ec501159674),laptop,jl3
ObjectId(67a2f29d79766ec501159675),laptop,ki2
ObjectId(67a2f29d79766ec501159676),laptop,k12
ObjectId(67a2f29d79766ec501159677),laptop,ki2
ObjectId(67a2f29d79766ec501159678),laptop,ki2
ObjectId(67a2f29d79766ec501159679),laptop,k12
ObjectId(67a2f29d79766ec50115967a),laptop,k12
ObjectId(67a2f29d79766ec50115967b),laptop,ki2
ObjectId(67a2f29d79766ec50115967c),laptop,zeta
ObjectId(67a2f29d79766ec50115967d),laptop,kz
ObjectId(67a2f29d79766ec50115967e),laptop,ki2
ObjectId(67a2f29d79766ec50115967f),laptop,j3
ObjectId(67a2f29d79766ec501159680),laptop,ki2
ObjectId(67a2f29d79766ec501159681),laptop,k12
ObjectId(67a2f29d79766ec501159682),laptop,qw2
ObjectId(67a2f29d79766ec501159683),laptop,qw2
ObjectId(67a2f29d79766ec501159684),laptop,ki2
ObjectId(67a2f29d79766ec501159685),laptop,qw2
ObjectId(67a2f29d79766ec501159686),laptop,kz
ObjectId(67a2f29d79766ec501159687),laptop,ay9
ObjectId(67a2f29d79766ec501159688),laptop,k12
ObjectId(67a2f29d79766ec501159689),laptop,qw2
ObjectId(67a2f29d79766ec50115968a),laptop,ay9
ObjectId(67a2f29d79766ec50115968b),laptop,k12
ObjectId(67a2f29d79766ec50115968c),laptop,c6
ObjectId(67a2f29d79766ec50115968d),laptop,c6
ObjectId(67a2f29d79766ec50115968e),laptop,zeta
ObjectId(67a2f29d79766ec50115968f),laptop,ay9
ObjectId(67a2f29d79766ec501159690),laptop,qw2
ObjectId(67a2f29d79766ec501159691),laptop,qw2
ObjectId(67a2f29d79766ec501159692),laptop,kz
ObjectId(67a2f29d79766ec501159693),laptop,zeta
ObjectId(67a2f29d79766ec501159694),laptop,ay9
ObjectId(67a2f29d79766ec501159695),laptop,ki2
ObjectId(67a2f29d79766ec501159696),laptop,ki2
ObjectId(67a2f29d79766ec501159697),laptop,jl3
ObjectId(67a2f29d79766ec501159698),laptop,ki2
ObjectId(67a2f29d79766ec501159699),laptop,jl3
ObjectId(67a2f29d79766ec50115969a),laptop,j3
ObjectId(67a2f29d79766ec50115969b),laptop,ay9
ObjectId(67a2f29d79766ec50115969c),laptop,jl3
ObjectId(67a2f29d79766ec50115969d),laptop,zeta
ObjectId(67a2f29d79766ec50115969e),laptop,k12
ObjectId(67a2f29d79766ec50115969f),laptop,zeta
ObjectId(67a2f29d79766ec5011596a0),laptop,c6
ObjectId(67a2f29d79766ec5011596a1),laptop,jl3
ObjectId(67a2f29d79766ec5011596a2),laptop,ay9
ObjectId(67a2f29d79766ec5011596a3),laptop,ay9
ObjectId(67a2f29d79766ec5011596a4),laptop,ay9
ObjectId(67a2f29d79766ec5011596a5),laptop,jl3
ObjectId(67a2f29d79766ec5011596a6),laptop,kz
ObjectId(67a2f29d79766ec5011596a7),laptop,ki2
ObjectId(67a2f29d79766ec5011596a8),laptop,k12
ObjectId(67a2f29d79766ec5011596a9),laptop,jl3
ObjectId(67a2f29d79766ec5011596aa),laptop,qw2
ObjectId(67a2f29d79766ec5011596ab),laptop,j3
ObjectId(67a2f29d79766ec5011596ac),laptop,ay9
ObjectId(67a2f29d79766ec5011596ad),laptop,jl3
ObjectId(67a2f29d79766ec5011596ae),laptop,zeta
ObjectId(67a2f29d79766ec5011596af),laptop,ay9
ObjectId(67a2f29d79766ec5011596b0),laptop,ki2
ObjectId(67a2f29d79766ec5011596b1),laptop,kz
ObjectId(67a2f29d79766ec5011596b2),laptop,c6
ObjectId(67a2f29d79766ec5011596b3),laptop,ki2
ObjectId(67a2f29d79766ec5011596b4),laptop,kz
ObjectId(67a2f29d79766ec5011596b5),laptop,c6
ObjectId(67a2f29d79766ec5011596b6),laptop,qw2
ObjectId(67a2f29d79766ec5011596b7),laptop,c6
ObjectId(67a2f29d79766ec5011596b8),laptop,jl3
ObjectId(67a2f29d79766ec5011596b9),laptop,kz
ObjectId(67a2f29d79766ec5011596ba),laptop,zeta
ObjectId(67a2f29d79766ec5011596bb),laptop,qw2
ObjectId(67a2f29d79766ec5011596bc),laptop,kz
ObjectId(67a2f29d79766ec5011596bd),laptop,ki2
ObjectId(67a2f29d79766ec5011596be),laptop,j3
ObjectId(67a2f29d79766ec5011596bf),laptop,jl3
ObjectId(67a2f29d79766ec5011596c0),laptop,k12
ObjectId(67a2f29d79766ec5011596c1),laptop,c6
ObjectId(67a2f29d79766ec5011596c2),laptop,j3
ObjectId(67a2f29d79766ec5011596c3),laptop,c6
ObjectId(67a2f29d79766ec5011596c4),laptop,ay9
ObjectId(67a2f29d79766ec5011596c5),laptop,ki2
ObjectId(67a2f29d79766ec5011596c6),laptop,zeta
ObjectId(67a2f29d79766ec5011596c7),laptop,jl3
ObjectId(67a2f29d79766ec5011596c8),laptop,kz
ObjectId(67a2f29d79766ec5011596c9),laptop,ay9
ObjectId(67a2f29d79766ec5011596ca),laptop,c6
ObjectId(67a2f29d79766ec5011596cb),laptop,ki2
ObjectId(67a2f29d79766ec5011596cc),laptop,zeta
ObjectId(67a2f29d79766ec5011596cd),laptop,kz
ObjectId(67a2f29d79766ec5011596ce),laptop,ay9
ObjectId(67a2f29d79766ec5011596cf),laptop,ki2
ObjectId(67a2f29d79766ec5011596d0),laptop,qw2
ObjectId(67a2f29d79766ec5011596d1),laptop,j3
ObjectId(67a2f29d79766ec5011596d2),laptop,k12
ObjectId(67a2f29d79766ec5011596d3),laptop,zeta
ObjectId(67a2f29d79766ec5011596d4),laptop,jl3
ObjectId(67a2f29d79766ec5011596d5),laptop,jl3
ObjectId(67a2f29d79766ec5011596d6),laptop,j3
ObjectId(67a2f29d79766ec5011596d7),laptop,c6
ObjectId(67a2f29d79766ec5011596d8),laptop,ay9
ObjectId(67a2f29d79766ec5011596d9),laptop,kz
ObjectId(67a2f29d79766ec5011596da),laptop,c6
ObjectId(67a2f29d79766ec5011596db),laptop,jl3
ObjectId(67a2f29d79766ec5011596dc),laptop,j3
ObjectId(67a2f29d79766ec5011596dd),laptop,c6
ObjectId(67a2f29d79766ec5011596de),laptop,j3
ObjectId(67a2f29d79766ec5011596df),laptop,ay9
ObjectId(67a2f29d79766ec5011596e0),laptop,j3
ObjectId(67a2f29d79766ec5011596e1),laptop,zeta
ObjectId(67a2f29d79766ec5011596e2),laptop,ay9
ObjectId(67a2f29d79766ec5011596e3),laptop,c6
ObjectId(67a2f29d79766ec5011596e4),laptop,qw2
ObjectId(67a2f29d79766ec5011596e5),laptop,ki2
ObjectId(67a2f29d79766ec5011596e6),laptop,kz
ObjectId(67a2f29d79766ec5011596e7),laptop,kz
ObjectId(67a2f29d79766ec5011596e8),laptop,c6
ObjectId(67a2f29d79766ec5011596e9),laptop,jl3
ObjectId(67a2f29d79766ec5011596ea),laptop,zeta
ObjectId(67a2f29d79766ec5011596eb),laptop,k12
ObjectId(67a2f29d79766ec5011596ec),laptop,ay9
ObjectId(67a2f29d79766ec5011596ed),laptop,k12
ObjectId(67a2f29d79766ec5011596ee),laptop,ki2
ObjectId(67a2f29d79766ec5011596ef),laptop,ay9
ObjectId(67a2f29d79766ec5011596f0),laptop,kz
ObjectId(67a2f29d79766ec5011596f1),laptop,qw2
ObjectId(67a2f29d79766ec5011596f2),laptop,jl3
ObjectId(67a2f29d79766ec5011596f3),laptop,kz
ObjectId(67a2f29d79766ec5011596f4),laptop,ki2
ObjectId(67a2f29d79766ec5011596f5),laptop,k12
ObjectId(67a2f29d79766ec5011596f6),laptop,j3
ObjectId(67a2f29d79766ec5011596f7),laptop,j3
ObjectId(67a2f29d79766ec5011596f8),laptop,c6
ObjectId(67a2f29d79766ec5011596f9),laptop,ki2
ObjectId(67a2f29d79766ec5011596fa),laptop,zeta
ObjectId(67a2f29d79766ec5011596fb),laptop,c6
ObjectId(67a2f29d79766ec5011596fc),laptop,kz
ObjectId(67a2f29d79766ec5011596fd),laptop,j3
ObjectId(67a2f29d79766ec5011596fe),laptop,ay9
ObjectId(67a2f29d79766ec5011596ff),laptop,jl3
ObjectId(67a2f29d79766ec501159700),laptop,ki2
ObjectId(67a2f29d79766ec501159701),laptop,j3
ObjectId(67a2f29d79766ec501159702),laptop,k12
ObjectId(67a2f29d79766ec501159703),laptop,kz
ObjectId(67a2f29d79766ec501159704),laptop,kz
ObjectId(67a2f29d79766ec501159705),laptop,jl3
ObjectId(67a2f29d79766ec501159706),laptop,k12
ObjectId(67a2f29d79766ec501159707),laptop,qw2
ObjectId(67a2f29d79766ec501159708),laptop,c6
ObjectId(67a2f29d79766ec501159709),laptop,j3
ObjectId(67a2f29d79766ec50115970a),laptop,zeta
ObjectId(67a2f29d79766ec50115970b),laptop,jl3
ObjectId(67a2f29d79766ec50115970c),laptop,qw2
ObjectId(67a2f29d79766ec50115970d),laptop,ki2
ObjectId(67a2f29d79766ec50115970e),laptop,qw2
ObjectId(67a2f29d79766ec50115970f),laptop,c6
ObjectId(67a2f29d79766ec501159710),laptop,c6
ObjectId(67a2f29d79766ec501159711),laptop,kz
ObjectId(67a2f29d79766ec501159712),laptop,zeta
ObjectId(67a2f29d79766ec501159713),laptop,j3
ObjectId(67a2f29d79766ec501159714),laptop,kz
ObjectId(67a2f29d79766ec501159715),laptop,ay9
ObjectId(67a2f29d79766ec501159716),laptop,j3
ObjectId(67a2f29d79766ec501159717),laptop,zeta
ObjectId(67a2f29d79766ec501159718),laptop,k12
